Año,Sector,Código de sector,Entidad,Código de entidad,Tipo de gasto,apropiacion_corrientes,apropiacion_cons_2024,Apropiación a precios constantes (2024),Apropiación a precios corrientes
2014,"Vivienda, ciudad y territorio",40,"Ministerio de vivienda, ciudad y territorio",4001,Inversión,356010000000,616260648567.1191,616260648567.1191,356010000000
2014,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Funcionamiento,2206788000,3819995517.3454,3819995517.3454,2206788000
2014,"Vivienda, ciudad y territorio",40,Fondo nacional de vivienda - fonvivienda,4002,Inversión,1792754060000,3103294232569.13,3103294232569.13,1792754060000
2014,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Funcionamiento,171992000000,297721697335.3444,297721697335.3444,171992000000
2014,Inclusión social y reconciliación,41,Departamento administrativo para la prosperidad social,4101,Inversión,2906782847081,5031701026897.88,5031701026897.88,2906782847081
2014,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Funcionamiento,35746000000,61877062845.65108,61877062845.65108,35746000000
2014,Inclusión social y reconciliación,41,Unidad administrativa especial para la consolidación territorial,4102,Inversión,150000000000,259653092006.0332,259653092006.0332,150000000000
2014,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Funcionamiento,24374000000,42191896430.36702,42191896430.36702,24374000000
2014,Inclusión social y reconciliación,41,Agencia nacional para la superación de la pobreza extrema,4103,Inversión,139041700000,240684048818.5017,240684048818.5017,139041700000
2014,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Funcionamiento,702795000000,1216552631975.867,1216552631975.867,702795000000
2014,Inclusión social y reconciliación,41,Unidad de atención y reparación integral a las víctimas,4104,Inversión,706199232608,1222445428793.034,1222445428793.034,706199232608
2014,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Funcionamiento,10840000000,18764263448.96933,18764263448.96933,10840000000
2014,Inclusión social y reconciliación,41,Centro de memoria histórica,4105,Inversión,30125000000,52146995977.87833,52146995977.87833,30125000000
2014,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Funcionamiento,320320000000,554480522875.817,554480522875.817,320320000000
2014,Igualdad y equidad,46,Instituto colombiano de bienestar familiar (icbf),4602,Inversión,4169315000000,7217170208647.562,7217170208647.562,4169315000000
2014,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Funcionamiento,76545000000,132500972850.6787,132500972850.6787,76545000000
2014,Inteligencia,42,Departamento administrativo dirección nacional de inteligencia,4201,Inversión,19967000000,34563288587.22976,34563288587.22976,19967000000
2014,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Funcionamiento,24635723772,42644945674.7089,42644945674.7089,24635723772
2014,Deporte y recreación,43,"Departamento administrativo del deporte, la recreación, la actividad física y el aprovechamiento del tiempo libre (coldeportes)",4301,Inversión,331684320000,574152395052.7903,574152395052.7903,331684320000
2015,Congreso de la república,1,Congreso de la república,101,Funcionamiento,406870410000,679449410272.8264,679449410272.8264,406870410000
2015,Congreso de la república,1,Congreso de la república,101,Inversión,60000000000,100196435067.2972,100196435067.2972,60000000000
2015,Presidencia de la república,2,Presidencia de la república,201,Funcionamiento,151681460000,253299025963.3806,253299025963.3806,151681460000
2015,Presidencia de la república,2,Presidencia de la república,201,Inversión,82436812246,137664578422.6885,137664578422.6885,82436812246
2015,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Funcionamiento,21332400000,35623840523.82684,35623840523.82684,21332400000
2015,Presidencia de la república,2,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",209,Inversión,24631047744,41132386265.35322,41132386265.35322,24631047744
2015,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Funcionamiento,29769830000,49713847309.3246,49713847309.3246,29769830000
2015,Presidencia de la república,2,Unidad nacional para la gestión del riesgo de desastres,211,Inversión,2228029086,3720676194.057475,3720676194.057475,2228029086
2015,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Funcionamiento,139827820000,233504151453.862,233504151453.862,139827820000
2015,Presidencia de la república,2,Agencia para la reincorporación y la normalización - arn,212,Inversión,3098000000,5173475930.641445,5173475930.641445,3098000000
2015,Planeación,3,Departamento administrativo nacional de planeación,301,Funcionamiento,73088390000,122053268713.4716,122053268713.4716,73088390000
2015,Planeación,3,Departamento administrativo nacional de planeación,301,Inversión,532505586981,889252691148.5791,889252691148.5791,532505586981
2015,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Funcionamiento,8529700000,14244092203.22541,14244092203.22541,8529700000
2015,Planeación,3,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,303,Inversión,15000000000,25049108766.8243,25049108766.8243,15000000000
2015,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Funcionamiento,107538900000,179583573517.6428,179583573517.6428,107538900000
2015,Planeación,3,Superintendencia de servicios públicos domiciliarios,324,Inversión,19439000000,32461975021.21984,32461975021.21984,19439000000
2015,Planeación,3,Fondo nacional de regalías en liquidación,325,Funcionamiento,1341500000,2240225294.04632,2240225294.04632,1341500000
2015,Planeación,3,Fondo nacional de regalías en liquidación,325,Inversión,150000000000,250491087668.2429,250491087668.2429,150000000000
2015,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Funcionamiento,79115870000,132118802187.4621,132118802187.4621,79115870000
2015,Información estadistíca,4,Departamento administrativo nacional de estadística (dane),401,Inversión,168034584744,280607772656.0407,280607772656.0407,168034584744
2015,Información estadistíca,4,Fondo rotatorio del dane,402,Funcionamiento,2932326000,4896810194.252455,4896810194.252455,2932326000
2015,Información estadistíca,4,Fondo rotatorio del dane,402,Inversión,7281000000,12158837395.41652,12158837395.41652,7281000000
2015,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Funcionamiento,52168846972,87118874802.7627,87118874802.7627,52168846972
2015,Información estadistíca,4,Instituto geográfico agustín codazzi - igac,403,Inversión,97793470000,163309284447.6779,163309284447.6779,97793470000
2015,Empleo público,5,Departamento administrativo de la función pública,501,Funcionamiento,15838568800,26449468838.80199,26449468838.80199,15838568800
2015,Empleo público,5,Departamento administrativo de la función pública,501,Inversión,5513069280,9206498135.583849,9206498135.583849,5513069280
2015,Empleo público,5,Escuela superior de administración pública (esap),503,Funcionamiento,68383515000,114196407006.1841,114196407006.1841,68383515000
2015,Empleo público,5,Escuela superior de administración pública (esap),503,Inversión,115999600000,193712439820.5408,193712439820.5408,115999600000
2015,Relaciones exteriores,11,Ministerio de relaciones exteriores,1101,Funcionamiento,262395320000,438184594039.0445,438184594039.0445,262395320000
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Funcionamiento,220982141629,369027046746.0395,369027046746.0395,220982141629
2015,Relaciones exteriores,11,Fondo rotatorio del ministerio de relaciones exteriores,1102,Inversión,55333600000,92403824323.9966,92403824323.9966,55333600000
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Funcionamiento,80814955000,134956173185.4007,134956173185.4007,80814955000
2015,Relaciones exteriores,11,Unidad administrativa especial migración colombia,1104,Inversión,20071000000,33517377470.59537,33517377470.59537,20071000000
2015,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Funcionamiento,74533256382,124466109723.888,124466109723.888,74533256382
2015,Justicia y el derecho,12,Ministerio de justicia y del derecho,1201,Inversión,12733659122,21264454156.44283,21264454156.44283,12733659122
2015,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Funcionamiento,343131811648,573009738088.5481,573009738088.5481,343131811648
2015,Justicia y el derecho,12,Superintendencia de notariado y registro,1204,Inversión,458915141732,766361019999.1638,766361019999.1638,458915141732
2015,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Funcionamiento,914348277109,1526907296270.783,1526907296270.783,914348277109
2015,Justicia y el derecho,12,Instituto nacional penitenciario y carcelario - inpec,1208,Inversión,3000000000,5009821753.36486,5009821753.36486,3000000000
2015,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Funcionamiento,35534227666,59340048916.71541,59340048916.71541,35534227666
2015,Justicia y el derecho,12,Unidad administrativa especial agencia nacional de defensa jurídica del estado,1210,Inversión,6107000000,10198327149.2664,10198327149.2664,6107000000
2015,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Funcionamiento,503660768661,841083558384.7814,841083558384.7814,503660768661
2015,Justicia y el derecho,12,Unidad de servicios penitenciarios y carcelarios - uspec,1211,Inversión,275519340878,460100929134.4508,460100929134.4508,275519340878
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Funcionamiento,17005362819580,28397945525797.96,28397945525797.96,17005362819580
2015,Hacienda,13,Ministerio de hacienda y crédito público,1301,Inversión,2092581418103,3494486636366.499,3494486636366.499,2092581418103
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Funcionamiento,11049300000,18451674499.81812,18451674499.81812,11049300000
2015,Hacienda,13,Unidad administrativa especial contaduría general de la nación,1308,Inversión,17356000000,28983488783.80017,28983488783.80017,17356000000
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Funcionamiento,13364200000,22317419958.77288,22317419958.77288,13364200000
2015,Hacienda,13,Superintendencia de la economía solidaria,1309,Inversión,10845000000,18110505638.41397,18110505638.41397,10845000000
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Funcionamiento,986456200000,1647323243167.212,1647323243167.212,986456200000
2015,Hacienda,13,Unidad administrativa especial dirección de impuestos y aduanas nacionales,1310,Inversión,362379945435,605152977874.4779,605152977874.4779,362379945435
2015,Hacienda,13,Unidad de información y análisis financiero,1312,Funcionamiento,7418400000,12388287231.72062,12388287231.72062,7418400000
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Funcionamiento,180112000000,300776338547.3505,300776338547.3505,180112000000
2015,Hacienda,13,Superintendencia financiera de colombia,1313,Inversión,18692072840,31214651043.10416,31214651043.10416,18692072840
2015,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Funcionamiento,156701700000,261682528483.0847,261682528483.0847,156701700000
2015,Hacienda,13,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),1314,Inversión,8580000000,14328090214.6235,14328090214.6235,8580000000
2015,Hacienda,13,Fondo adaptación,1315,Funcionamiento,25417900000,42446382781.61755,42446382781.61755,25417900000
2015,Hacienda,13,Fondo adaptación,1315,Inversión,1500000000000,2504910876682.43,2504910876682.43,1500000000000
2015,Servicio de la deuda pública nacional,14,Servicio de la deuda pública nacional,1401,Deuda,47048110655546,78567549405623.8,78567549405623.8,47048110655546
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Funcionamiento,11278006374750,18833600556936.7,18833600556936.7,11278006374750
2015,Defensa y policía,15,Ministerio de defensa nacional,1501,Inversión,1241483480880,2073203649651.917,2073203649651.917,1241483480880
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Funcionamiento,2105901000000,3516729546744.271,3516729546744.271,2105901000000
2015,Defensa y policía,15,Caja de retiro de las fuerzas militares,1503,Inversión,9354000000,15620624226.99163,15620624226.99163,9354000000
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Funcionamiento,25826000000,43127885534.13362,43127885534.13362,25826000000
2015,Defensa y policía,15,Instituto casas fiscales del ejército,1507,Inversión,16000000000,26719049351.27925,26719049351.27925,16000000000
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Funcionamiento,26482000000,44223366557.53607,44223366557.53607,26482000000
2015,Defensa y policía,15,"Defensa civil colombiana, guillermo león valencia",1508,Inversión,3461000000,5779664362.798594,5779664362.798594,3461000000
2015,Defensa y policía,15,Club militar de oficiales,1510,Funcionamiento,40261000000,67233477870.74088,67233477870.74088,40261000000
2015,Defensa y policía,15,Club militar de oficiales,1510,Inversión,4900000000,8182708863.829271,8182708863.829271,4900000000
2015,Defensa y policía,15,Caja de sueldos de retiro de la policía nacional,1511,Funcionamiento,2445811000000,4084359050806.354,4084359050806.354,2445811000000
2015,Defensa y policía,15,Fondo rotatorio de la policía,1512,Funcionamiento,375101000000,626396383169.6375,626396383169.6375,375101000000
2015,Defensa y policía,15,Fondo rotatorio de la policía,1512,Inversión,11500000000,19204316721.23196,19204316721.23196,11500000000
2015,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Funcionamiento,14473000000,24169050078.81654,24169050078.81654,14473000000
2015,Defensa y policía,15,Superintendencia de vigilancia y seguridad privada,1516,Inversión,1200000000,2003928701.345944,2003928701.345944,1200000000
2015,Defensa y policía,15,Hospital militar,1519,Funcionamiento,253943000000,424069721838.2442,424069721838.2442,253943000000
2015,Defensa y policía,15,Hospital militar,1519,Inversión,13600000000,22711191948.58736,22711191948.58736,13600000000
2015,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Funcionamiento,959149429120,1601722558244.288,1601722558244.288,959149429120
2015,Defensa y policía,15,Agencia logística de las fuerzas militares,1520,Inversión,41768000000,69750078331.51448,69750078331.51448,41768000000
2015,Defensa y policía,15,Policía nacional,1601,Funcionamiento,8031068615250,13411407417148.42,13411407417148.42,8031068615250
2015,Defensa y policía,15,Policía nacional,1601,Inversión,249418000000,416513240693.5855,416513240693.5855,249418000000
2015,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Funcionamiento,314804270000,525704426632.7149,525704426632.7149,314804270000
2015,Agricultura y desarrollo rural,17,Ministerio de agricultura y desarrollo rural,1701,Inversión,2820795485371,4710560861468.341,4710560861468.341,2820795485371
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Funcionamiento,103084820000,172145524559.2336,172145524559.2336,103084820000
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Deuda,219100000,365883982.0540802,365883982.0540802,219100000
2015,Agricultura y desarrollo rural,17,Instituto colombiano agropecuario (ica),1702,Inversión,184120000000,307469460409.846,307469460409.846,184120000000
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Funcionamiento,53327470000,89053706419.30399,89053706419.30399,53327470000
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Deuda,51029000,85215398.0841518,85215398.0841518,51029000
2015,Agricultura y desarrollo rural,17,Instituto colombiano de desarrollo rural - incoder en liquidación,1713,Inversión,489288524866,817082765181.83,817082765181.83,489288524866
2015,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Funcionamiento,10981790000,18338936810.96156,18338936810.96156,10981790000
2015,Agricultura y desarrollo rural,17,Autoridad nacional de acuicultura y pesca - aunap,1715,Inversión,33446100000,55852999781.73881,55852999781.73881,33446100000
2015,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Funcionamiento,51340760000,85736018760.76149,85736018760.76149,51340760000
2015,Agricultura y desarrollo rural,17,Unidad administrativa especial de gestión de restitución de tierras despojadas,1716,Inversión,173100000000,289066715169.1524,289066715169.1524,173100000000
2015,Salud y protección social,19,Ministerio de salud y protección social,1901,Funcionamiento,7603195086501,12696884046476.51,12696884046476.51,7603195086501
2015,Salud y protección social,19,Ministerio de salud y protección social,1901,Inversión,4132182841000,6900499828574.27,6900499828574.27,4132182841000
2015,Salud y protección social,19,Instituto nacional de salud (ins),1903,Funcionamiento,31304470000,52276604927.85255,52276604927.85255,31304470000
2015,Salud y protección social,19,Instituto nacional de salud (ins),1903,Inversión,25876700000,43212551521.76549,43212551521.76549,25876700000
2015,Salud y protección social,19,Superintendencia nacional de salud,1910,Funcionamiento,84552700000,141197985255.2443,141197985255.2443,84552700000
2015,Salud y protección social,19,Superintendencia nacional de salud,1910,Inversión,46873000000,78275125015.15703,78275125015.15703,46873000000
2015,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Funcionamiento,99935250000,166885929792.6519,166885929792.6519,99935250000
2015,Salud y protección social,19,Instituto nacional de vigilancia de medicamentos y alimentos - invima,1912,Inversión,45675100000,76274703189.03844,76274703189.03844,45675100000
2015,Salud y protección social,19,Fondo de previsión social del congreso,1913,Funcionamiento,260485598770,434995473052.0723,434995473052.0723,260485598770
2015,Salud y protección social,19,Fondo pasivo social de ferrocarriles nacionales de colombia,1914,Funcionamiento,454996724099,759817495366.9731,759817495366.9731,454996724099
2015,Minas y energía,21,Ministerio de minas y energía,2101,Funcionamiento,72602311000,121241545664.1203,121241545664.1203,72602311000
2015,Minas y energía,21,Ministerio de minas y energía,2101,Inversión,2513247786676,4196974477761.837,4196974477761.837,2513247786676
2015,Minas y energía,21,Servicio geológico colombiano,2103,Funcionamiento,42411010000,70823866826.72487,70823866826.72487,42411010000
2015,Minas y energía,21,Servicio geológico colombiano,2103,Inversión,21979400000,36704292081.9692,36704292081.9692,21979400000
2015,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Funcionamiento,13294247000,22200602605.06851,22200602605.06851,13294247000
2015,Minas y energía,21,Unidad de planeación minero energética - upme,2109,Inversión,20405800000,34076473578.27089,34076473578.27089,20405800000
2015,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Funcionamiento,21710823000,36255784449.61804,36255784449.61804,21710823000
2015,Minas y energía,21,Instituto de planificación y promoción de soluciones energéticas para las zonas no interconectadas - ipse,2110,Inversión,33539000000,56008137262.03468,56008137262.03468,33539000000
2015,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Funcionamiento,598742524000,999864440466.594,999864440466.594,598742524000
2015,Minas y energía,21,Agencia nacional de hidrocarburos - anh,2111,Inversión,441007000000,736455487328.7256,736455487328.7256,441007000000
2015,Minas y energía,21,Agencia nacional de minería - anm,2112,Funcionamiento,70555356000,117823252435.0673,117823252435.0673,70555356000
2015,Minas y energía,21,Agencia nacional de minería - anm,2112,Inversión,30000000000,50098217533.6486,50098217533.6486,30000000000
2015,Educación,22,Ministerio de educación nacional,2201,Funcionamiento,26530333608553,44304080812051.88,44304080812051.88,26530333608553
2015,Educación,22,Ministerio de educación nacional,2201,Inversión,2489109701952,4156665310450.217,4156665310450.217,2489109701952
2015,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Funcionamiento,3795525182,6338301540.742573,6338301540.742573,3795525182
2015,Igualdad y equidad,46,Instituto nacional para sordos (insor),4603,Inversión,4853917003,8105752996.885655,8105752996.885655,4853917003
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Funcionamiento,3867363853,6458267852.97878,6458267852.97878,3867363853
2015,Igualdad y equidad,46,Instituto nacional para ciegos (inci),4604,Inversión,2022804160,3377962761.188311,3377962761.188311,2022804160
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Funcionamiento,15202261665,25386873729.88723,25386873729.88723,15202261665
2015,Educación,22,Escuela tecnológica instituto técnico central,2234,Inversión,4361409060,7283293994.703528,7283293994.703528,4361409060
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Funcionamiento,2615852632,4368318473.130108,4368318473.130108,2615852632
2015,Educación,22,Instituto nacional de formación técnica profesional de san andrés y providencia,2238,Inversión,1072800000,1791512259.003273,1791512259.003273,1072800000
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Funcionamiento,2965382129,4952011965.634534,4952011965.634534,2965382129
2015,Educación,22,Instituto nacional de formación técnica profesional de san juan del cesar,2239,Inversión,1848000000,3086050200.072753,3086050200.072753,1848000000
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Funcionamiento,8911948020,14882423685.15096,14882423685.15096,8911948020
2015,Educación,22,Instituto tolimense de formación técnica profesional,2241,Inversión,466377628,778822928.6790347,778822928.6790347,466377628
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Funcionamiento,4847729570,8095420351.405359,8095420351.405359,4847729570
2015,Educación,22,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2242,Inversión,1320000000,2204321571.480538,2204321571.480538,1320000000
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Funcionamiento,68372970000,114178797482.721,114178797482.721,68372970000
2015,Tecnologías de la información y las comunicaciones,23,Ministerio de tecnologías de la información y las comunicaciones,2301,Inversión,11669000000,19486536680.00485,19486536680.00485,11669000000
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Funcionamiento,403356392000,673581209000.1212,673581209000.1212,403356392000
2015,Tecnologías de la información y las comunicaciones,23,Fondo único de tecnologías de la información y las comunicaciones,2306,Inversión,1153728000000,1926657210622.044,1926657210622.044,1153728000000
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Funcionamiento,13113970000,21899550726.32472,21899550726.32472,13113970000
2015,Tecnologías de la información y las comunicaciones,23,Agencia nacional del espectro - ane,2309,Inversión,7707000000,12870232084.39432,12870232084.39432,7707000000
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Funcionamiento,62432455195,104258490717.296,104258490717.296,62432455195
2015,Tecnologías de la información y las comunicaciones,23,Autoridad nacional de televisión antv,2310,Inversión,183932000000,307155511579.9684,307155511579.9684,183932000000
2015,Transporte,24,Ministerio de transporte,2401,Funcionamiento,102638091163,171399513944.081,171399513944.081,102638091163
2015,Transporte,24,Ministerio de transporte,2401,Inversión,359801000000,600846292227.4767,600846292227.4767,359801000000
2015,Transporte,24,Instituto nacional de vías,2402,Funcionamiento,149007630000,248833888730.4474,248833888730.4474,149007630000
2015,Transporte,24,Instituto nacional de vías,2402,Deuda,6970100000,11639652867.70947,11639652867.70947,6970100000
2015,Transporte,24,Instituto nacional de vías,2402,Inversión,3919080000000,6544630745725.718,6544630745725.718,3919080000000
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Funcionamiento,302698699930,505488843874.8587,505488843874.8587,302698699930
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Deuda,1380451840,2305272552.501515,2305272552.501515,1380451840
2015,Transporte,24,Unidad administrativa especial de la aeronáutica civil,2412,Inversión,809415207223,1351675304216.704,1351675304216.704,809415207223
2015,Transporte,24,Agencia nacional de infraestructura,2413,Funcionamiento,71459940000,119333853968.7159,119333853968.7159,71459940000
2015,Transporte,24,Agencia nacional de infraestructura,2413,Deuda,280078681946,467714757822.2762,467714757822.2762,280078681946
2015,Transporte,24,Agencia nacional de infraestructura,2413,Inversión,1987977700000,3319804642221.414,3319804642221.414,1987977700000
2015,Transporte,24,Unidad de planeación del sector de infraestructura de transporte,2414,Funcionamiento,2500000000,4174851461.137383,4174851461.137383,2500000000
2015,Transporte,24,Comisión de regulación de infraestructura y transporte,2415,Funcionamiento,2500000000,4174851461.137383,4174851461.137383,2500000000
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Funcionamiento,16000000000,26719049351.27925,26719049351.27925,16000000000
2015,Transporte,24,Agencia nacional de seguridad vial,2416,Inversión,32000000000,53438098702.5585,53438098702.5585,32000000000
2015,Organismos de control,25,Procuraduría general de la nación,2501,Funcionamiento,493785800000,824592947447.5566,824592947447.5566,493785800000
2015,Organismos de control,25,Procuraduría general de la nación,2501,Inversión,23811000000,39762955256.45689,39762955256.45689,23811000000
2015,Organismos de control,25,Defensoría del pueblo,2502,Funcionamiento,389900600000,651110835843.3369,651110835843.3369,389900600000
2015,Organismos de control,25,Defensoría del pueblo,2502,Inversión,34821000000,58149001091.30592,58149001091.30592,34821000000
2015,Organismos de control,25,Contraloría general de la república,2601,Funcionamiento,391867000000,654394607008.6091,654394607008.6091,391867000000
2015,Organismos de control,25,Contraloría general de la república,2601,Inversión,109000000000,182023523705.5899,182023523705.5899,109000000000
2015,Organismos de control,25,Fondo de bienestar social de la contraloría general de la república,2602,Funcionamiento,56311600000,94037026215.59357,94037026215.59357,56311600000
2015,Rama judicial,27,Rama judicial,2701,Funcionamiento,2986793606633,4987767861107.029,4987767861107.029,2986793606633
2015,Rama judicial,27,Rama judicial,2701,Inversión,342015000000,571144728992.3608,571144728992.3608,342015000000
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Funcionamiento,276954000000,462496724627.1372,462496724627.1372,276954000000
2015,Registraduría,28,Registraduría nacional del estado civil,2801,Inversión,42632000000,71192906996.48357,71192906996.48357,42632000000
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Funcionamiento,30181382267,50401115142.61234,50401115142.61234,30181382267
2015,Registraduría,28,Fondo rotatorio de la registraduría,2802,Inversión,44123775259,73684083044.37346,73684083044.37346,44123775259
2015,Registraduría,28,Fondo social de vivienda de la registraduría nacional del estado civil,2803,Funcionamiento,11777898537,19668390766.52892,19668390766.52892,11777898537
2015,Fiscalía,29,Fiscalía general de la nación,2901,Funcionamiento,2693833015147,4498541079738.63,4498541079738.63,2693833015147
2015,Fiscalía,29,Fiscalía general de la nación,2901,Inversión,128064000000,213859271007.6392,213859271007.6392,128064000000
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Funcionamiento,154910939782,258692065318.0192,258692065318.0192,154910939782
2015,Fiscalía,29,Instituto nacional de medicina legal y ciencias forenses,2902,Inversión,37719000000,62988488905.05638,62988488905.05638,37719000000
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Funcionamiento,18652784364,31149041622.53037,31149041622.53037,18652784364
2015,Fiscalía,29,Conocimiento e innovación para la justicia (cij),2903,Inversión,5001000000,8351372862.859221,8351372862.859221,5001000000
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Funcionamiento,156104668000,260685520516.0664,260685520516.0664,156104668000
2015,Ambiente y desarrollo sostenible,32,Ministerio de ambiente y desarrollo sostenible,3201,Inversión,189640316762,316688061409.7567,316688061409.7567,189640316762
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Funcionamiento,47546638000,79400060450.58809,79400060450.58809,47546638000
2015,Ambiente y desarrollo sostenible,32,"Instituto de hidrología, meteorología y estudios ambientales - ideam",3202,Inversión,22628450000,37788167018.30968,37788167018.30968,22628450000
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Funcionamiento,26305746000,43929032849.76355,43929032849.76355,26305746000
2015,Ambiente y desarrollo sostenible,32,Fondo nacional ambiental,3204,Inversión,186552575728,311531717342.7932,311531717342.7932,186552575728
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de los valles del sinú y san jorge (cvs),3208,Funcionamiento,2318910000,3872441920.698436,3872441920.698436,2318910000
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional del quindío (crq),3209,Funcionamiento,4041717000,6749427249.18152,6749427249.18152,4041717000
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Funcionamiento,2784278000,4649578830.605068,4649578830.605068,2784278000
2015,Ambiente y desarrollo sostenible,32,Corporación para el desarrollo sostenible del urabá (corpourabá),3210,Inversión,1780000000,2972494240.329817,2972494240.329817,1780000000
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional de caldas (corpocaldas),3211,Funcionamiento,2834828000,4733994327.149266,4733994327.149266,2834828000
2015,Ambiente y desarrollo sostenible,32,Corporación autónoma regional para el desarrollo sostenible del choco (codechoco),3212,Funcionamiento,1690753000,2823457052.988965,2823457052.988965,1690753000
